Test Text,True Label,Top 5 Similar Label 0,Top 5 Similar Label 1
<username> <username> mana nih klarifikasi nya yg lem Aibon CC <username> <username> <username> <username> <username>,0,"<username> <username> <username> 😁👆ngeles ala plagiator 😂😂😂
<username> <username> Tolol
<username> <username> <username> Pingin peluuukkkkk .... 😂😂😂😂
<username> <username> <username> Di tanya apa jawab apa ..😂
<username> <username> <username> <username> Mantaabb.....👍👍
<username> Ketemu sama <username> ga ya? =)) <link>
<username> Colek <username> <username> <username>","<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> <username> <username> hdh mb ini sbnrny [trik nfs sbntr] ini adlh bhs orang pintar [trkekeh] mb bkl susa ngerti awokwokwok
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
<username> Yang mulia <username> notice tidak yaa . Wkwk
Bapak <username> mau jadi presiden ?? <hashtag>
<username> kan tukang ... dia ... racun membedakan psk online dan non online.. makanya hrs di giniin dulu baru tahu fox confirm ðÿ¤£ðÿ¤£ðÿ¤£"
<username> Anaknya pinter mak nya tolol nih,0,"<username> Goblok ih hahaha
<username> Goblok nya akut bang ..
<username> Tolol wkwkwk
<username> emg lu tolol
<username> Tolol ih anjung
<username> <username> Kok jd ngatain mom goblok?!
<username> <username> karna dia tolol jadi gabisa mikir 🙃","Bapak bingung anak linglung Anak-anak penjilat maksudnya ! :-) <hashtag>
<username> <username> <username> hdh mb ini sbnrny [trik nfs sbntr] ini adlh bhs orang pintar [trkekeh] mb bkl susa ngerti awokwokwok
<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> ini sebetulnya banyak di isi orang-orang pintar .. Pintar ngeles??
sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..
Titel sarjana tapi otak ky ank tk . Dasar <hashtag>"
Selamat menikmati berkah warge jakarte ... Terimakasih juge ame bapak <username> <hashtag> oke tidak tuh ??? Wkwkwkwkwkw ... kalau aye mah Ogah kebanjiran . Biar negara utang aye tidak ikut bayar ini .,1,"Tuntas kan pak <username> saya ngak rela uang rakyat di kayaginiin . <hashtag> <hashtag> <link>
selamat pak jokowi semoga amanah . Aaminn . <hashtag>
Selamat untuk Bapak Jokowi😊semoga selalu dilimpahkan rahmat dan petunjuk dari ALLAH dalam mewujudkan INDONESIA menjadi lebih baik dan semoga amanah dalam bertugas🙏 <hashtag>
Yth . <username> <username> <username> <username> Pernyataan sikap Yusuf martak atas pemberian Penghargaan Adikarya Wisata kpd Diskotik Colloseum menunjukkan sikap INKONSISTENSI dlm berAMAR MA\'RUF NAHI MUNGKAR . Jika Ahok di Demo tapi klo Anies di dukung ? <link>
<username> Klo hnya senyum yg ingin bpk lht.. westerling pun tersenyum pak ..
Alhamdulilah hari ini suasana sudah membaik ... temen2 jgn terhasut dgn isu-isu yg gak jelas ya ... don\u2019t believe in… <link>
Jakarta bisa hat trick gini banjirnye .... berkah bangeeeet dah <hashtag>","Semoga air yang tergenang ini jadi berkah bagi Warga Jakarta dan bapak Gubernur akan semakin banyak mendapat pahala dan cepat masuk sorga karna dibully oleh warganya betulkan <username> . <hashtag>
Gubernur terbaik sejagat raya ... menangulangi banjir dengan beli TOA .. ??????<hashtag>
<username> Banyak istigfar dan minta ampun pak atas dosa2 bapak yang lom menempati janji bapak terhadap rakyat
Alhamdulillah diskotik Syarie Colosseum (Kulsum) semoga Jakarta makin barokah dan bersyari\'ah ... Untuk LastCar beib <username> ada bonus khusus ... Latihan dapet bidadari ....
Banjir itu berkah yakk? kalau begitu Selamat deh buat warga JKT yang selalu diberkahi 4nies???? Jangan lupa Bertoa y gaess ... 4 miliar lho bukan kaleng-kaleng ?? <hashtag>
<username> Betul banget susah sekali nyri kekurangan bapak Gub Anies. Berkat beliaulah air bah rasa berkah.
<hashtag> ITU BERKAH . SERIUS ITU BERKAH!!!!! BERKAH BUAT GEROMBOLAN2 TERTENTU yang TETIBA DAPAT HIBAH MEDIA2 PERUSAK AKAL DAPAT uang DARI NARASI2 PEMBELAAN GABENER EL-BH DAPAT uang JADI JUBIR EMAK2 DPT uang DEMO BERKAH BIKIN ANGGARAN BELI TOA DLLL"
Kamu terlalu samyang buat aku ya indomie 😭 <hashtag>,0,"<username> Goblok ih hahaha
<hashtag> masak kamu enggak ...
<username> Mantap memang kamu admin
<username> memang mantap kamu nak ! pertahankan
<username> Kamu memang hebat bung 👏👏👏
<username> karena lu keliatan tolol udh ah bye
<username> hash tahik kamu anjing","jangan boros kamu masih celaka baek ngopi coeg <hashtag>
Jangan boros Kamu masih miskin Baek ngopi coeg <hashtag>
Wawww ... amanjing bangettttts <hashtag> <hashtag>
Kalau bgtu tempe lebih berharga juga dri pda kau . <hashtag> mu itu membuat kami muak ..
<hashtag> saya positf hamil ?? Yaelahh tolll - Kok narkoba :v
Siapa bilang <hashtag> ?? memang iya manipulator kok ...
Hebat bener anda anus <username> 3x DKI banjir <hashtag> <hashtag> <hashtag> <hashtag>"
Minta maaf krn rendah hati? Bisa aja & baik adanya . Tp minta maaf atas kewenangan mutlak itu agaknya aneh . Tp itu bisa terjadi karna kepemimpinan yg lemah . <hashtag> <hashtag> <hashtag> <username> <username>,0,"Pengakuan khilaf permintaan maaf yang belum tentu dibarengi kesadaran memperbaiki sikap nyata bila tidak dikenai sangsi dalam bentuk apapun -- akan membuat mereka tetap tidak jera merongrong demi egoisme pribadi dan kelompok . <username> <hashtag>
<hashtag> adil .. andaikan tdk jujur meugikan diri sendiri lurr .. kesel .e ra umum malah disalah2nee
Bapak presiden aja minta maaf kamu yg PHPin aku gamau minta maaf ni? <hashtag>
<username> <username> yg gak etis itu angggaran blnja Barjasnya di luar batas kewajaran hrga satuan ... 🤭 <hashtag>
Yaampun bukan berarti rendah dong bapak presiden <username> minta maaf . Inget beliau juga manusia yang jauh dari jangkauan sempurna . harus slalu dukung beliau . Semangat pak😘 <hashtag>
<username> Salahkan krn ngak bisa main sembunyi-sembunyi . . .
<username> <username> <username> <username> <username> Lah gub DKI sekarang siapa? Ada yg melakukan tindakan salah terus nyeret2 orang lain . Terus diharap jadi benar? Salah ya salah saja ... Kek anak kecil merajuk . Kentut . Gak ada argumen","<username> Welcome to Indonesia yang tidak tahu budi sopan santun asal ketus nuduh sembarangan. Dia yang salah ehh dia yang Galak . Allaah Maha Membalas kog buu
wooww jawaban yg sangat aksi ðÿ' dulu jaman ahok. smw serba terbuka & transparan.. emang sih beda pemimpin beda gaya. gw pikir gk berlebihan jika kita katakan. selamat datang dimasa mental anti transparansi <username> ðÿ'ðÿ' <hashtag>
<username> Welcome to indonesia di mana kata maaf menjadi solusi untuk semuanya.Dan segala kelakuan dianggap becanda :)
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
Ahok mmg betul jitu banget menyebut kalau <username> kelewat pinter .... Pinter 4 ng - ngibul - ngelez - ngambinghitamkan orang - ngarang alasan Bangsa ini berharap besar <hashtag> <link>
<username> Partai Allah ?....... Patut dicontoh... Ngamin ngamin... msh mo ngotot anda..."
welcome to indonesia. ketika orang lengah harus di permalukan bersangkaan seluruh belahan dunia harus tahu akan dosa mereka. hei pendosa kita semua sama. hanya berbeda ladang dosa.,1,"Yang Kecewa biarlah Kecewa . Karena akan terlihat siapa yang jadi penghianat dan pada intinya mereka berdua adalah SATU untuk Indonesia . <hashtag>
Hatiku Indonesia hati kita semua Indonesia . Karena jika ada yang tergores padamu yang terluka kita semua .
<username> <username> radikalisme tidak boleh ada di Indonesia <hashtag>
Katanya indonesia itu negara toleransi tapi perkara nyerempet trus mobil beset langsung bikin tagar <hashtag> . Dimana toleransinya katanya turun dengan itikad baik untuk menyelesaikan masalah secara daimai tapi bikin tagar nya <hashtag> yg salah 1 orang yg kena semua
Klo dah terbiasa menganggap Hoaks dan fitnah sebagai Fakta dan Fakta malah dianggap hoaks maka gak heran klo ada yg bilang Haiti itu di Afrika dan Mindanao bagian dari Indonesia :D
Demi infrastruk duniawi yg dibanggakan makhluk Allah terzalimi . Kalau bijak dan arif serta tidak mengutamakan nafsu duniawi semata hal yg seperti ini tentu tak akan terjadi . Semoga <username> tidak demikian sayang sama rakyat papa karena Allah SWT menyuruh kita menyayanginya .
<username> Ini ya sosialita Indonesia yang jadi buronan karena menipu di tiga benua . <link>","Welcome to indonesia yang dmn pelaku pembullyan dibela pelaku pemerkosa ditutup identitasnya dan korban pemerkosannya disalahkan dr segala sudut pandang??
Indonesia emang keren, koruptor sama teroris di kasi remisi bebas .
Selamat datang di Indonesia di mana ucapan tidak suka akan selalu dianggap sebagai menyebar kebencian
<username> Welcome to indonesia di mana kata maaf menjadi solusi untuk semuanya.Dan segala kelakuan dianggap becanda :)
Welcome to Indonesia yang mana rata2 warganya hobi banget ngurusin selangkangan orang lain??????
<username> Welcome to indonesia dimana orang bakal buang otak demi pemes
<username> Welcome to Indonesia yang tidak tahu budi sopan santun asal ketus nuduh sembarangan. Dia yang salah ehh dia yang Galak . Allaah Maha Membalas kog buu"
Untung ane tidak jadi mahasiswa anda nyet . Malu bgt dah kalau jadi mahasiswa anda .,1,"<username> <username> <username> sadarnya pas udah lulus wah kok dulu gua tolol gini astagfirullah astagfirullah maaf ya ngakak bgt akutu
Saya bukan siapa2 Saya kuliah di Muhammadiyah tapi mahasiswa/i nya (maaf) masih ada yang belum sholat . Beberapa teman2 saya ada yg NU sekali lagi (maaf) dari mereka ada yang suka menjustifikasi kalau selain NU berarti salah <hashtag> Jadi sikap saya seharusnya bagaimana?
Pingin ketawa gwe liat anak sarjana tapi otak anak TK so yang salah bukan univ nya tapi otak sih ontong nih geserek <hashtag>
smg ak baik2 saja dikos ini sendirian tolol bgt njir gapernah takut sm kos sendiri🙂
Demi Allah gue mager bgt belajar lsp kaksjsjwisj tolong hamba mu yg terlalu tolol ini Ya Allah
sumpala nilai uts gua gada yg diatas 50 anjir goblok banget semester 1 aja udah begini gimana kedepannya awokoawkoawkowa
Aku benci sebahagian diriku yg masih tetap mengagumimu ..haisssss ..sontoloyo .. !!","aku punya temen dimana dia jomblo tapi sering ngatain jomblo . keren banget kan . gatau dirinya :(
Orang sehebat <username> bisa tidak punya adab sama ulama . Sekolah adabmu dimana bro ?
Hei <username> jujur saja puisi anda memang ditujukan buat hina ulama kan ? tidak malu kau?
Sungguh berhati mulia sekali kau mas padahal anda juga jomblo: )
Katanya ulama jangan di hina lha anda nyebut ulama dengan kau .. kau ..
SUNGGUH MULIA SEKALI CITA2 MU NENG..JADI PELAKOR...hahahaahaaa kan pianyingen ??????????????????????
KENAPA AKU Pintar BANGET kalau STALKINGIN ORANG SIH . DEUH ."
Mantap mas tetap jangan dengerin omongan haters ya tetap optimis dan terus percaya,0,"Mereka yang selalu optimis dan berpikir positif akan selalu mampu untuk bangkit dari segala kterpurukannya
<username> Tetap smgt dan optimis ..sang kuasa semoga selalu meridhoi setiap langkahmu . Amin
Tenang tidak akan bosan sampai habis ... <hashtag> <hashtag> <hashtag> <link>
Berbahagialah selalu . Karena itu adalah salah satu cara menjadi bijaksana.^_^ <hashtag>
<username> Berjuang terus mas bro ..jangan patah semangat ..jika tujuan-Mu adalah mendapatkan ridho Allah SWT ..tak ada halangan yg mampu merintangi ..Allahu Akbar ..
Beranai mendukung tetapi tidak berani mengkritik <hashtag> ???
Optimis yakin bisa itu harus . Kita harus selalu berdoa dan usaha pasti diberikan jalan yang terbaik amin . . .","makmur boleh stress jangan yah .. <hashtag>
kalau punya akal waras sih harusnya tidak puas menyebar hoax dan mengakui hoax .
wooww jawaban yg sangat aksi ðÿ' dulu jaman ahok. smw serba terbuka & transparan.. emang sih beda pemimpin beda gaya. gw pikir gk berlebihan jika kita katakan. selamat datang dimasa mental anti transparansi <username> ðÿ'ðÿ' <hashtag>
Permisi generasi optimis mau lewat . Politisi tukang sebar fitnah hoax apalagi <hashtag> tolong minggir dulu ya .. <hashtag>
Semoga pihak sebelah make akal sehat dan SADAR DIRI .. <hashtag>
tidak salah sih menyuarakan pilihan politik nya . Tapi harus siap juga akan konsekuensi nya . jangan cm berani ucap tapi lalu koreksi seolah2 netizen bodoh .
Lihat Kondisi Monas Sekarang..!! Mw bilang semakin Bagus ..?? GBLK anda jangan kebangetan <hashtag>"
Terima kasih sudah pernah menemani hari hariku . Wkwk <hashtag>,0,"Aku suka hari minggu . Terima kasih Tuhan . Selamat tidur
<username> Selamat malam jumat 😁😁😁 <hashtag> <link>
Kan ku ingat selalu ... 🎶 Kan ku kenang selalu ... 🎶 Senja indah Senja di Kaimana ... 🎶🎶😍 (lagu : Senja di Kaimana - Alfian) Salam Damai untuk warga papua yaa pakdhe <username> yaa ... 🙏😍🙏 <hashtag> <hashtag> <link>
<username> Semoga berkah dan lebih baik lagi aamiin .. <hashtag>
Damailah Indonesiaku <hashtag>
<username> <username> <username> <username> Doa tambahan di tiap sujud ku kepada Allah di bulan puasa ini agar rezi… <link>
<username> Selamat Pagi Pak Fadlizon ❤","Terima Kasih Pak <username> <hashtag>
Terima kasih bapak <username> sudah menunaikan janjinya .... <hashtag>
Terima kasih <hashtag> <hashtag> terbaik <username> mobil jadi <hashtag> <hashtag> <hashtag> <hashtag>
Selamat siang prof .... dungu <hashtag> <hashtag> <hashtag> ... ... ... <hashtag> <hashtag>
Kau bilang I Love Jokowi tapi sambil ngacung jari tengah ... kannn asyuuuu... .. !!! maaf sy ikutan uninstallbukalapak
Terima kasih atas kunjungannya bapak sandiuno maaf kami tetap jokowi Begitu teriak warga Wonogiri . :D :D :D <hashtag>
Terimakasih atas pengkhianatan ini Terimakasih atas antipati perjuangan kami Terimakasih atas tidak didengarnya aspirasi kami Saatnyaa ... <hashtag>"
FIFA Berikan Perhatian Khusus Untuk Sepak Bola Papua <link> <link> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,0,"Stop jangan suka memprovokasi sesama bangsa Indonesia <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
<hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
Garuda indonedia terus maju terbang ke angkasa tinggalkan mereka pelaku <link> dan dugaan kasus lainya .... <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Kemaruk ! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Mari bersama kita jaga keamanan di bumi cenderawasih <hashtag> <link>
Noted <hashtag> <link>
TANGKAP PROVOKATOR <hashtag> <hashtag> <hashtag> <hashtag>","selamat datang di kerasnya sepakbola indonesia takut . <hashtag>
Kita Dukung ! <hashtag>
Terima kasih <hashtag> <hashtag> terbaik <username> mobil jadi <hashtag> <hashtag> <hashtag> <hashtag>
Di dalam call center pusat hoax sebaiknya kubu 02 <hashtag> <hashtag> seharusnya untuk lebih fokus membuat program kerja dan memberikan hal positif bukan nya menebar hoax yang aneh dan tidak jelas fakt nya?' 1
wahai pembela anies dan tim buzzer 5m, kalian mmg perlu terus diberi update petunjuk, coba otak kanan dan otak kirinya dipake, baca nih, update pengkibulan gubernur idola kalian! what next, tunggu episode selanjutnya ðÿ˜' <hashtag>
<username> please jangan ada yang banding2in hasil badminton sama sepakbola kita jangan ... tidak level hahaha
Terima kasih pak <username> kami yg bukan warga DKI bisa dikasih kesempatan melihat <hashtag> yg penuh air <hashtag>"
Sokaps nich <hashtag> <hashtag> # <hashtag> <hashtag> <link>,0,"Kemaruk ! <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
<hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
TANGKAP PROVOKATOR <hashtag> <hashtag> <hashtag> <hashtag>
Syuraaaaam <hashtag> <link>
Kasian kali laa tapi lucu wk <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Panik boleh goblok jangan <hashtag> . <hashtag> <hashtag> <hashtag> <username>
Sudah Kudugem. .. !!! 🤔🤔 - <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>","adab tapi penyilap ! <hashtag>
Wawww ... amanjing bangettttts <hashtag> <hashtag>
wow damai banget ya !! <hashtag> <hashtag> <hashtag>
Hebat bener anda anus <username> 3x DKI banjir <hashtag> <hashtag> <hashtag> <hashtag>
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
mengagumkan .. sungguh sangat amat transparan .. <hashtag>
Bagi-bagi di bungkus dengan pencitraan . Hmm Makin kelihatan <hashtag>"
Jadi pengin denger tanggapan bang pandji nih ayok bikin video bang Betapa lucunya negeri ini <username> <hashtag>,1,"Mau jadi apa negeri ini kalo di pimpin penyebar hoax
Makin horror nih negara <hashtag> <link>
Jakarta bisa hat trick gini banjirnye .... berkah bangeeeet dah <hashtag>
<username> <hashtag> <hashtag> Masak aku mesti ngomong hankam gitu sih
Wah seru neh <hashtag>
<username> Beraninya di luar negeri coba suruh balik Sony Sontoloyo ... takut ni yeee
<username> <username> tuh kan .. giliran ada yg komen beras pasukan sontoloyo indonesia ngilang seribu bahasa","Wahai Masyarakat Ibu Kota (saat ini)..beruntunglah kalian apabila Aktor Intelektual Surabaya bakal jadi Nakhoda Kalian 2022 ???? <hashtag> <hashtag> <hashtag>
alhamdulilah kabar apik bang monggo silahkan lanjut <hashtag>
budayakan membaca isi berita nya bong .. jangan asal komen !! goblok di piara
Assyeeem... Luar biasa ini presiden. Coba kalo ini acaranya ada berjabat negara. Sudah ampruk ini di <username> 🤪 <hashtag>
<username> Luar biasa ini tu kayak dia bilang 'welcome to indonesia' ke virus corona manteb memang junjungan cebong
Hai <username> videonya keren loh..?? Langsung trending ditiktok..?? Sering sering yaaa partai Allah bikin beginian..?????? Goyaaaaaaang kuyyyyyyy..????????
ALHAMDULILLAH ... ibukota JAKARTA akhirnya punya prestasi mendunia ! <hashtag>"
<username> <username> Betul ✊Mari bersatu memerangi <hashtag>,0,"<username> <username> <username> <hashtag>
<username> Setuju <hashtag>
<username> WAN Abud penyokong <hashtag>
<username> <username> <username> <username> Hahaha akan kah keluar <hashtag>
<username> <username> <username> <username> Mantaabb.....👍👍
<username> Mereka kena prank <username> 🤭 <hashtag>
<username> Namanya jg rezim suka2🤣 <hashtag> <hashtag> <hashtag>","<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh
Hebat bener anda anus <username> 3x DKI banjir <hashtag> <hashtag> <hashtag> <hashtag>
<username> Lebih mulia menjual diri . Sangat hina nya <hashtag> yang menyebar kebencian .
Indahnya <hashtag> setelah dipimpin <username> .. Prestasi yang tidak bisa ditiru Jokowi dan Ahok.. <hashtag>
adab tapi penyilap ! <hashtag>
<username> Smart dalam mbuang2 anggaran dgn cara pasang-bongkar-pasang? <username> <username> <username> <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Bapak <username> mau jadi presiden ?? <hashtag>"
<username> Alhamdulilah sekarang jkt sudah ada gubernur santuy yang rendah hati bapak Ustad AA gym . Ayo lanjutken 3 periode .,1,"Gubernur Walikota dan ..... itu pejabat keritiklah ia saat menjabat
<username> Alkhamdhulillah ikut merasakan kesejukan dan kedamaian dari pemimpin2 yang menyejukan .semoga pemimpin2 yang begini slalu mendapat perlindungan Nya Amin .
Yth . <username> <username> <username> <username> Pernyataan sikap Yusuf martak atas pemberian Penghargaan Adikarya Wisata kpd Diskotik Colloseum menunjukkan sikap INKONSISTENSI dlm berAMAR MA\'RUF NAHI MUNGKAR . Jika Ahok di Demo tapi klo Anies di dukung ? <link>
<username> <username> kalau yg ini disebut apa ??? Anies masih mendingan dia datang belakangan JKW udh dr 6 thn lalu bo ! <link>
Susah kalo janji temu sama para pejabat <username> <username> & ust . Burhan . Minus Bang Dhio yg pulang duluan <link>
<username> Ayo serang Anies man ..
<username> <username> gubernur paling tolol","yang sabar ya warga DKI Jakarta Pimpinan ada di Kelas Gubernur hanya kelas Kacangan ... <hashtag> <hashtag> <hashtag>
yg sabar ya warga dki jakarta pimpinan ada di kelas gubernur hanya kelas kacangan ... <hashtag> <hashtag> <hashtag> ,
<username> <username> <username> padang itu surga yaa....tuhhh aceh yg disebut serambi mekkah nya indonesia sj kena azabðÿ™'ngak usah bawa2 tuhan hanya utk menyungguhkan akhlak bejatmu om dre ðÿ™
Haduuuhhh Gubernur jago banget ngelesnya .... <hashtag> <hashtag> <hashtag>
<username> bapak Anies makasi kado taon barunya akhirnya Jakarta banjir lagi . 2th lebih menjabat prestasi anda luar binasaaa ....
<hashtag> kalau bapak jadi imam baru mantap . Jangan politisasi Sholat Jumat Malu tahu..
<username> Terima kasih bapak Anies Baswedan Cebong mah mana ngarti kalau itu mah hanya AER yang lagi NGANTRI bukan BANJER ! DASAR CEBONG !"
3 Mantan CEO yang Kini Jadi Menteri Jokowi - <link> <hashtag> <hashtag> <hashtag>,0,"Susunan Menteri Jokowi Itu Kabinet Obesitas <hashtag> <hashtag> <link>
<username> Siap PRESIDEN <hashtag>
Arteria Dahlan: Jokowi Tunjuk Idham Aziz Sebagai Kapolri Keputusan Tepat <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <username> <username> Link⬇️ <link> <link>
a bebas beroperasi bandela joko widodo dan bandela maruf mem(per)bolehkan <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>
Yang pernah dipimpin oleh beliau tweet dengan tagar <hashtag> <hashtag> <link>
Bersama <hashtag> <username> siap dukung Kabinet 2019-2024 sebagai pengelola <hashtag> . <hashtag> <link>
Bagaimana bisa Mendikbud yang diangkat dari kalangan CEO pebisnis online? <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>","Bapak <username> mau jadi presiden ?? <hashtag>
Indahnya <hashtag> setelah dipimpin <username> .. Prestasi yang tidak bisa ditiru Jokowi dan Ahok.. <hashtag>
<username> Welcome to Indonesia. Presiden wakil presiden. DPR. Dan para menteri. Hobi.nya main sandiwara. Mereka yang bikin mereka pula yang gaduh..
Sudah diendors baik2 oleh bapak presiden balasanya menyakitkan tidak punya etika <hashtag>
Bedakan pemimpi otentik yang tulus dengan pemimpin <hashtag> yang licik
Istana Presiden Kebanjiran Luar biasaaaa.. Janji kampanye <username> sudah terealisasi. Sediakan kolam untuk warga Jakarta.! <hashtag>
<username> <username> <username> <username> pemerintah memang pintar pintar berkilah pintar alesan pntar bohong pintar alibi dll"
<username> Ada ngaku ustadz ternyata croshijaber yah ... sony sontoloyo,0,"<username> Manusia sontoloyo nih ..
<username> Pacar sontoloyo
<username> Pimpinannya sontoloyo Pembantunya genderuwo . Klop !
<username> <username> Sontoloyo ternyata Saya jg di unfoll sama nih artis pendatang baru😀
<username> <username> SONTOLOYO !
<username> <username> Sontoloyo kebingungan
<username> <username> Sontoloyo wkw","sunggguh brani bung <username> ini menghina ulama ngaca boss anda siapa ? anda sudah benar apa blm ..
<username> kepedeannya saya kasih jempol kaki. pasti dah ni contoh warga idaman rezim sontoloyo
<username> <username> <username> hdh mb ini sbnrny [trik nfs sbntr] ini adlh bhs orang pintar [trkekeh] mb bkl susa ngerti awokwokwok
<username> Yang mulia <username> notice tidak yaa . Wkwk
Katanya lahir di solo ..egk taunya di Boyolali .. Itu hoax juga
Orang sehebat <username> bisa tidak punya adab sama ulama . Sekolah adabmu dimana bro ?
Pemimpinya katanya hasil itjima ulama tapi si fadli hina Ulama . Yang di hina fadli adalah Ulama Besar yaitu Mbah Moen buat Niken no sanse . Wajib di Tenggelamkan ."
Dia yang pertama ngomong people power . Kemarin bicara Polisi mirip PKI . Sorenya <username> konpers ttg kedepankan cara konstitusional orang ini berdiri di sebelahnya . Terus minta kami percaya? <hashtag> <hashtag> <hashtag>,0,"Dan narasinya skarang adalah Ingin mengadu domba <username> Dengan <username> Semua kampret sama² mengatakn TNI lebih Manusiawi daripada Polisi Eh Kampret Aparat Negara Emang Manusiawi smua Elu² aja Yang mirip Dajjal Brmata satu Mirip sama <username> <hashtag>
Ini nih kelakuannya . Memfitnah POLRI <hashtag> <hashtag>
Udh muak lihat dia memprovokasi rakyat terus udh saatnya aparat bersikap tegas untuk menangkap sih tukang provokasi <hashtag>
<username> <username> <username> <username> Sekomplotan mana bisa lurus!!! Tinggal gimana kejaksaan &Polri nih .klu <username> takut
<username> Politik ini sandiwara baik Fadli Zon Prabowo mereka sedang melakukan perannya yg suka berubah2 waspadalah
Alih-alih jadi oposisi setelah kalah bersaing melawan <username> <username> dan <username> justru bergabung dalam barisan pemerintah . Lobi politik seperti apa yang dilakukan Prabowo? Simak dalam collection ""Prabowo Dari Seteru ke Sekutu"" di <link> . <hashtag> <link>
<username> Hanya Jokowi yang betul2 pro rakyat serta konsisten dgn janji2-nya terhdp rakyat Papua saudara kita 👍👏👏👏 <hashtag> <hashtag> <hashtag>","wooww jawaban yg sangat aksi ðÿ' dulu jaman ahok. smw serba terbuka & transparan.. emang sih beda pemimpin beda gaya. gw pikir gk berlebihan jika kita katakan. selamat datang dimasa mental anti transparansi <username> ðÿ'ðÿ' <hashtag>
Yang dicari polisi dikloset pasti otaknya . <hashtag>
Bukti Sikap Mulia kalian2 yang bikin onar tukang hoax fitnah aparat belum sadarkah kalian? tidak malukah kalian? terutama Amien Rais <hashtag>-YutLipu-TaLapan added BARESKRIM POLRI
Bapak <username> mau jadi presiden ?? <hashtag>
tidak salah sih menyuarakan pilihan politik nya . Tapi harus siap juga akan konsekuensi nya . jangan cm berani ucap tapi lalu koreksi seolah2 netizen bodoh .
Haduuuhhh Gubernur jago banget ngelesnya .... <hashtag> <hashtag> <hashtag>
<username> Mana dia santun unggah unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>"
